Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785022782,6,,Aggregated,0.300000,0.000000,24000,25000,26000,26000,28000,28000,28000,28000,28000,28000,28000,10,0,19000.0,16002.816823699866,707.6322729999447,28452.6705520002,554.5
1785022783,6,,Aggregated,0.300000,0.000000,7000,24000,25000,26000,26000,28000,28000,28000,28000,28000,28000,13,0,7000.0,12460.86413646138,77.72314599969832,28452.6705520002,617.2307692307693
1785022784,6,,Aggregated,0.900000,0.000000,1200,19000,24000,25000,26000,28000,28000,28000,28000,28000,28000,17,0,1200.0,9648.795014470392,77.72314599969832,28452.6705520002,619.8823529411765
1785022785,6,,Aggregated,0.900000,0.000000,1200,19000,24000,25000,26000,28000,28000,28000,28000,28000,28000,17,0,1200.0,9648.795014470392,77.72314599969832,28452.6705520002,619.8823529411765
1785022786,6,,Aggregated,1.300000,0.000000,1300,7000,24000,25000,26000,28000,28000,28000,28000,28000,28000,20,0,1200.0,8402.431866999768,77.72314599969832,28452.6705520002,643.1
1785022787,6,,Aggregated,1.500000,0.000000,1200,2400,19000,24000,26000,26000,28000,28000,28000,28000,28000,21,0,1200.0,8047.10972547595,77.72314599969832,28452.6705520002,615.0952380952381
1785022788,6,,Aggregated,1.600000,0.000000,1300,2400,19000,24000,26000,26000,28000,28000,28000,28000,28000,22,0,1200.0,7749.4799859997665,77.72314599969832,28452.6705520002,595.7727272727273
1785022789,6,,Aggregated,2.000000,0.000000,1300,2700,19000,24000,26000,26000,28000,28000,28000,28000,28000,23,0,1300.0,7528.203841173704,77.72314599969832,28452.6705520002,578.1304347826087
1785022790,6,,Aggregated,2.000000,0.000000,1500,2700,19000,24000,26000,26000,28000,28000,28000,28000,28000,24,0,1300.0,7359.374194833133,77.72314599969832,28452.6705520002,561.9583333333334
1785022804,6,,Aggregated,2.000000,0.000000,1500,3500,7000,19000,26000,26000,28000,28000,28000,28000,28000,26,0,1500.0,7018.628583999788,77.72314599969832,28452.6705520002,606.0
